번호,공고일자,청약 접수기간,시도,시군구,주소,주택유형,전용면적(m2),임대보증금액,href_id,address,x,y,img,deposit,m2,deposit_m2,distanceM_near_station,near_station,expected_time,distance_comp,신청자수
277,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 양천구                                                                                         ,"서울 양천구 신월동 86-4, 86-5 SK이팰리스 3층 306호                                                                                                                                                                                                                                                           ",연립주택                                                                                            ,28.19,"165,600,000",no=2022137212,서울 양천구 신월동 86-4,37.5369656100015,126.833865243224,http://www.khug.or.kr/updata/hug/cm/s05/007001742880333222000020.png,16560.0,28.19,587.4423554451934,780,화곡역 5호선,44.53333333333333,22182,5
276,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 양천구                                                                                         ,"서울 양천구 신월동 86-4, 86-5 SK이팰리스 4층 402호                                                                                                                                                                                                                                                           ",연립주택                                                                                            ,27.91,"158,400,000",no=2022209751,서울 양천구 신월동 86-4,37.5369656100015,126.833865243224,http://www.khug.or.kr/updata/hug/cm/s05/00700174288037619200011.png,15840.0,27.91,567.5385166606951,780,화곡역 5호선,44.53333333333333,22182,6
275,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 양천구                                                                                         ,"서울 양천구 신월동 86-4, 86-5 SK이팰리스 4층 406호                                                                                                                                                                                                                                                           ",연립주택                                                                                            ,28.19,"165,600,000",no=2023155843,서울 양천구 신월동 86-4,37.5369656100015,126.833865243224,http://www.khug.or.kr/updata/hug/cm/s05/007001742880446929000011.png,16560.0,28.19,587.4423554451934,780,화곡역 5호선,44.53333333333333,22182,6
274,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 양천구                                                                                         ,"서울 양천구 신월동 86-4, 86-5 SK이팰리스 5층 502호                                                                                                                                                                                                                                                           ",연립주택                                                                                            ,27.91,"180,000,000",no=2022209750,서울 양천구 신월동 86-4,37.5369656100015,126.833865243224,http://www.khug.or.kr/updata/hug/cm/s05/00700174288036150400006.png,18000.0,27.91,644.9301325689717,780,화곡역 5호선,44.53333333333333,22182,3
273,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 양천구                                                                                         ,"서울 양천구 신월동 88-25, 88-26, 88-27 에스케이이빌리지 5층 502호                                                                                                                                                                                                                                            ",다세대주택                                                                                          ,37.08,"197,100,000",no=2022323393,서울 양천구 신월동 88-25,37.5375055149291,126.834911778441,http://www.khug.or.kr/updata/hug/cm/s05/007001742880386291000816.PNG,19710.0,37.08,531.5533980582525,672,화곡역 5호선,45.45,22398,14
272,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 양천구                                                                                         ,"서울 양천구 신월동 88-28, 88-29, 88-30 인성파크빌 3층 302호                                                                                                                                                                                                                                                  ",다세대주택                                                                                          ,20.38,"140,400,000",no=2024019947,서울 양천구 신월동 88-28,37.5373668805813,126.834868409751,http://www.khug.or.kr/updata/hug/cm/s05/007001742880486564000227.PNG,14040.0,20.38,688.910696761531,685,화곡역 5호선,45.23333333333333,22331,8
271,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 양천구                                                                                         ,서울 양천구 신월동 94-10 큐브투 3층 304호                                                                                                                                                                                                                                                                    ,다세대주택                                                                                          ,27.61,"202,500,000",no=2024123999,서울 양천구 신월동 94-10 큐브투 3층 304호,37.5361023496827,126.831945973351,http://www.khug.or.kr/updata/hug/cm/s05/00700174288049676400058.PNG,20250.0,27.61,733.429916696849,972,화곡역 5호선,45.38333333333333,22390,3
270,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 양천구                                                                                         ,서울 양천구 신월동 94-10 큐브투 6층 601호                                                                                                                                                                                                                                                                    ,오피스텔(주거용)                                                                                    ,39.43,"208,800,000",no=2023482354,서울 양천구 신월동 94-10 큐브투 6층 601호,37.5361023496827,126.831945973351,http://www.khug.or.kr/updata/hug/cm/s05/007001742880486564000220.PNG,20880.0,39.43,529.5460309409079,972,화곡역 5호선,45.38333333333333,22390,13
269,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 양천구                                                                                         ,서울 양천구 신월동 96-5 골든캐슬 6층 602호                                                                                                                                                                                                                                                                   ,다세대주택                                                                                          ,29.23,"175,500,000",no=2023189765,서울 양천구 신월동 96-5 골든캐슬 6층 602호,37.5359571339907,126.831016710004,http://www.khug.or.kr/updata/hug/cm/s05/007001742880446929000029.png,17550.0,29.23,600.4105371193979,1046,화곡역 5호선,46.11666666666667,22511,6
268,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 양천구                                                                                         ,서울 양천구 신월동 99-24 헤리티지 A동 3층 303호                                                                                                                                                                                                                                                              ,다세대주택                                                                                          ,37.8,"166,500,000",no=2022273235,서울 양천구 신월동 99-24 헤리티지 A동 3층 303호,37.5338130774026,126.832698969288,http://www.khug.or.kr/updata/hug/cm/s05/00700174288037619200019.png,16650.0,37.8,440.4761904761905,1107,화곡역 5호선,43.45,21623,12
267,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 양천구                                                                                         ,서울 양천구 신정동 1018-12 예도하임 6층 602호                                                                                                                                                                                                                                                                ,다세대주택                                                                                          ,25.55,"144,000,000",no=2024560184,서울 양천구 신정동 1018-12 예도하임 6층 602호,37.5214998399079,126.860003337956,http://www.khug.or.kr/updata/hug/cm/s05/007001742880496764000520.png,14400.0,25.55,563.600782778865,522,신정역 5호선,50.55,18051,37
266,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 양천구                                                                                         ,서울 양천구 신정동 924-3 베라힐6차 3층 301호                                                                                                                                                                                                                                                                 ,다세대주택                                                                                          ,24.49,"156,600,000",no=2023092622,서울 양천구 신정동 924-3 베라힐6차 3층 301호,37.5269864092997,126.854787849059,http://www.khug.or.kr/updata/hug/cm/s05/007001742880435226000213.png,15660.0,24.49,639.4446712944059,246,신정역 5호선,47.81666666666667,20892,41
265,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 영등포구                                                                                       ,"서울 영등포구 당산동1가 140-1, 140-2, 141, 142 현대가우스빌 2층 204호                                                                                                                                                                                                                                        ",오피스텔(주거용)                                                                                    ,34.09,"234,900,000",no=2023200514,서울 영등포구 당산동1가 140-1,37.5222580289741,126.899462667153,http://www.khug.or.kr/updata/hug/cm/s05/00700174288045599300008.PNG,23490.0,34.09,689.058374889997,426,영등포구청역 5호선,38.38333333333333,14189,515
264,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 영등포구                                                                                       ,서울 영등포구 대림동 680-6 에스케이이캐슬 4층 403호                                                                                                                                                                                                                                                          ,다세대주택                                                                                          ,26.33,"198,900,000",no=2022114990,서울 영등포구 대림동 680-6 에스케이이캐슬 4층 403호,37.5015552249929,126.900436785756,http://www.khug.or.kr/updata/hug/cm/s05/00700174288033322200005.png,19890.0,26.33,755.4120774781618,838,신풍역 7호선,41.36666666666667,15420,80
263,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 영등포구                                                                                       ,서울 영등포구 신길동 235-1 갤럭시 6층 602호                                                                                                                                                                                                                                                                  ,오피스텔(주거용)                                                                                    ,29.34,"218,700,000",no=2022070258,서울 영등포구 신길동 235-1 갤럭시 6층 602호,37.5059387203017,126.911791939058,http://www.khug.or.kr/updata/hug/cm/s05/007001742880320199000330.png,21870.0,29.34,745.398773006135,670,신풍역 7호선,35.083333333333336,14259,134
262,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 영등포구                                                                                       ,서울 영등포구 신길동 235-1 신길동갤럭시 4층 403호                                                                                                                                                                                                                                                            ,오피스텔(주거용)                                                                                    ,29.85,"217,800,000",no=2023216338,서울 영등포구 신길동 235-1 신길동갤럭시 4층 403호,37.5059387203017,126.911791939058,http://www.khug.or.kr/updata/hug/cm/s05/007001742880455993000016.PNG,21780.0,29.85,729.6482412060301,670,신풍역 7호선,35.083333333333336,14259,135
261,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 영등포구                                                                                       ,서울 영등포구 영등포동6가 92 더하우스 2층 204호                                                                                                                                                                                                                                                              ,오피스텔(주거용)                                                                                    ,29.39,"188,100,000",no=2023024443,서울 영등포구 영등포동6가 92 더하우스 2층 204호,37.5209065109198,126.90180167613,http://www.khug.or.kr/updata/hug/cm/s05/007001742880405404000525.png,18810.0,29.39,640.0136100714528,359,영등포시장역 5호선,40.11666666666667,14582,345
260,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 영등포구                                                                                       ,"서울 영등포구 영등포동7가 94-99, 94-177 휴젠느 5층 502호                                                                                                                                                                                                                                                     ",오피스텔(주거용)                                                                                    ,40.26,"243,000,000",no=2023460645,서울 영등포구 영등포동7가 94-99,37.5241606059469,126.909869180414,http://www.khug.or.kr/updata/hug/cm/s05/007001742880486564000219.PNG,24300.0,40.26,603.5767511177347,444,영등포시장역 5호선,33.8,13460,1057
259,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 영등포구                                                                                       ,"서울 영등포구 영등포동8가 45-8, 45-28 리안펠리체 1동 2층 205호                                                                                                                                                                                                                                               ",오피스텔(주거용)                                                                                    ,18.66,"96,300,000",no=2023222727,서울 영등포구 영등포동8가 45-8,37.5264475231231,126.906046272221,http://www.khug.or.kr/updata/hug/cm/s05/007001742880455993000021.png,9630.0,18.66,516.0771704180064,421,영등포시장역 5호선,35.63333333333333,13868,210
258,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 영등포구                                                                                       ,"서울 영등포구 영등포동8가 45-8, 45-28 리안펠리체 1동 5층 510호                                                                                                                                                                                                                                               ",오피스텔(주거용)                                                                                    ,18.15,"93,600,000",no=2022156327,서울 영등포구 영등포동8가 45-8,37.5264475231231,126.906046272221,http://www.khug.or.kr/updata/hug/cm/s05/00700174288034580700081.png,9360.0,18.15,515.702479338843,421,영등포시장역 5호선,35.63333333333333,13868,243
257,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 은평구                                                                                         ,서울 은평구 구산동 11-21 만민하늘애 6층 602호                                                                                                                                                                                                                                                                ,다세대주택                                                                                          ,29.77,"193,500,000",no=2023362435,서울 은평구 구산동 11-21 만민하늘애 6층 602호,37.610546023428,126.9118276661,http://www.khug.or.kr/updata/hug/cm/s05/007001742880476020000123.PNG,19350.0,29.77,649.9832045683575,485,구산역 6호선,55.36666666666667,25954,94
256,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 은평구                                                                                         ,서울 은평구 역촌동 12-36 금강블루 2층 202호                                                                                                                                                                                                                                                                  ,다세대주택                                                                                          ,39.9,"180,000,000",no=2022374939,서울 은평구 역촌동 12-36 금강블루 2층 202호,37.6075922153474,126.917039738945,http://www.khug.or.kr/updata/hug/cm/s05/007001742880396414000028.png,18000.0,39.9,451.1278195488722,406,구산역 6호선,54.93333333333333,25588,228
255,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 은평구                                                                                         ,서울 은평구 역촌동 59-30 대신벨리온 3층 302호                                                                                                                                                                                                                                                                ,다세대주택                                                                                          ,27.6,"179,100,000",no=2024075343,서울 은평구 역촌동 59-30 대신벨리온 3층 302호,37.6055217941702,126.913843995664,http://www.khug.or.kr/updata/hug/cm/s05/00700174288049676400054.PNG,17910.0,27.6,648.9130434782609,703,구산역 6호선,53.516666666666666,25315,94
254,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 은평구                                                                                         ,"서울 은평구 응암동 578-33, 578-38 더세영 4층 401호                                                                                                                                                                                                                                                           ",다세대주택                                                                                          ,29.77,"189,900,000",no=2024020778,서울 은평구 응암동 578-33,37.5924751656795,126.917354429116,http://www.khug.or.kr/updata/hug/cm/s05/007001742880486564000228.PNG,18990.0,29.77,637.8904937856903,378,새절역 6호선,50.06666666666667,24304,142
253,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 중구                                                                                           ,서울 중구 오장동 145-1 오렌지카운티을지로 2층 201호                                                                                                                                                                                                                                                          ,오피스텔(주거용)                                                                                    ,18.36,"158,400,000",no=2023287943,서울 중구 오장동 145-1 오렌지카운티을지로 2층 201호,37.5652397406613,127.001405231149,http://www.khug.or.kr/updata/hug/cm/s05/00700174288047602000011.PNG,15840.0,18.36,862.7450980392157,367,을지로4가역 2호선,24.7,8519,455
252,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 중랑구                                                                                         ,"서울 중랑구 면목동 116-2, 116-3, 116-4, 116-5, 116-6, 116-7 하이원팰리스 102동 2층 201호                                                                                                                                                                                                                     ",오피스텔(주거용)                                                                                    ,44.64,"244,800,000",no=2023281400,서울 중랑구 면목동 116-2,37.5873460973028,127.08689782456,http://www.khug.or.kr/updata/hug/cm/s05/007001742880464917000430.PNG,24480.0,44.64,548.3870967741935,161,면목역 7호선,36.16666666666666,12136,465
251,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 중랑구                                                                                         ,"서울 중랑구 면목동 116-2, 116-3, 116-4, 116-5, 116-6, 116-7 하이원팰리스 102동 2층 202호                                                                                                                                                                                                                     ",오피스텔(주거용)                                                                                    ,23.78,"148,500,000",no=2022266100,서울 중랑구 면목동 116-2,37.5873460973028,127.08689782456,http://www.khug.or.kr/updata/hug/cm/s05/00700174288037619200012.png,14850.0,23.78,624.4743481917577,161,면목역 7호선,36.16666666666666,12136,312
250,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 중랑구                                                                                         ,"서울 중랑구 면목동 116-2, 116-3, 116-4, 116-5, 116-6, 116-7 하이원팰리스 102동 2층 206호                                                                                                                                                                                                                     ",오피스텔(주거용)                                                                                    ,44.64,"244,800,000",no=2022344731,서울 중랑구 면목동 116-2,37.5873460973028,127.08689782456,http://www.khug.or.kr/updata/hug/cm/s05/00700174288039641400001.png,24480.0,44.64,548.3870967741935,161,면목역 7호선,36.16666666666666,12136,472
249,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 중랑구                                                                                         ,서울 중랑구 면목동 1343-1 공간행복 2층 201호                                                                                                                                                                                                                                                                 ,다세대주택                                                                                          ,26.79,"143,100,000",no=2022267829,서울 중랑구 면목동 1343-1 공간행복 2층 201호,37.571687164831,127.087780682921,http://www.khug.or.kr/updata/hug/cm/s05/00700174288037619200015.png,14310.0,26.79,534.1545352743561,239,용마산역 7호선,33.416666666666664,10367,353
248,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 중랑구                                                                                         ,"서울 중랑구 면목동 31-8, 31-11 엘린하우스 2층 202호                                                                                                                                                                                                                                                          ",다세대주택                                                                                          ,27.67,"155,700,000",no=2022204242,서울 중랑구 면목동 31-8,37.5876655958751,127.10093150694,http://www.khug.or.kr/updata/hug/cm/s05/007001742880345807000827.png,15570.0,27.67,562.7032887603903,1191,면목역 7호선,37.16666666666666,12982,120
247,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 중랑구                                                                                         ,"서울 중랑구 중화동 274-25, 274-26 동영캐슬 B동 2층 203호                                                                                                                                                                                                                                                     ",다세대주택                                                                                          ,29.58,"153,000,000",no=2023108281,서울 중랑구 중화동 274-25,37.6060518864895,127.082312799096,http://www.khug.or.kr/updata/hug/cm/s05/007001742880435226000221.png,15300.0,29.58,517.2413793103449,470,중화역 7호선,40.083333333333336,13545,266
246,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,인천광역시                                                                                          ,인천 계양구                                                                                         ,인천 계양구 동양동 601-16 힐타운2차 3층 301호                                                                                                                                                                                                                                                                ,다세대주택                                                                                          ,42.5,"91,800,000",no=2022156191,인천 계양구 동양동 601-16 힐타운2차 3층 301호,37.562819491279,126.753543869749,http://www.khug.or.kr/updata/hug/cm/s05/007001742880333222000029.png,9180.0,42.5,216.0,1034,귤현역 인천1호선,58.583333333333336,33049,6
245,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,인천광역시                                                                                          ,인천 계양구                                                                                         ,인천 계양구 동양동 624 제이파크빌 2동 5층 502호                                                                                                                                                                                                                                                              ,다세대주택                                                                                          ,37.3,"127,800,000",no=2022080956,인천 계양구 동양동 624 제이파크빌 2동 5층 502호,37.5604865204005,126.757140288633,http://www.khug.or.kr/updata/hug/cm/s05/00700174288033322200004.png,12780.0,37.3,342.627345844504,1308,박촌역 인천1호선,55.46666666666667,32493,6
244,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,인천광역시                                                                                          ,인천 계양구                                                                                         ,인천 계양구 동양동 628-8 요산아트빌 102동 4층 402호                                                                                                                                                                                                                                                          ,다세대주택                                                                                          ,39.29,"79,200,000",no=2023128181,인천 계양구 동양동 628-8 요산아트빌 102동 4층 402호,37.5596626736354,126.761259979253,http://www.khug.or.kr/updata/hug/cm/s05/007001742880435226000230.png,7920.0,39.29,201.5780096716722,1578,박촌역 인천1호선,55.06666666666667,32296,8
243,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,인천광역시                                                                                          ,인천 계양구                                                                                         ,인천 계양구 서운동 186-10 수빌리지 2층 202호                                                                                                                                                                                                                                                                 ,다세대주택                                                                                          ,49.22,"104,400,000",no=2022289172,인천 계양구 서운동 186-10 수빌리지 2층 202호,37.5363671427519,126.745266198682,http://www.khug.or.kr/updata/hug/cm/s05/007001742880376192000121.png,10440.0,49.22,212.10889882161723,1124,임학역 인천1호선,51.43333333333333,30977,6
242,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,인천광역시                                                                                          ,인천 계양구                                                                                         ,"인천 계양구 작전동 679-10, 679-11, 679-13 어반스카이 1동 5층 502호                                                                                                                                                                                                                                           ",오피스텔(주거용)                                                                                    ,68.96,"179,100,000",no=2023051163,인천 계양구 작전동 679-10,37.5261618907866,126.738750972444,http://www.khug.or.kr/updata/hug/cm/s05/007001742880415006000427.png,17910.0,68.96,259.715777262181,1501,작전역 인천1호선,56.41666666666666,31975,12
241,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,인천광역시                                                                                          ,인천 계양구                                                                                         ,"인천 계양구 작전동 679-10, 679-11, 679-13 어반스카이 2동 12층 1204호                                                                                                                                                                                                                                         ",오피스텔(주거용)                                                                                    ,68.85,"180,900,000",no=2023095684,인천 계양구 작전동 679-10,37.5261618907866,126.738750972444,http://www.khug.or.kr/updata/hug/cm/s05/007001742880435226000215.png,18090.0,68.85,262.7450980392157,1501,작전역 인천1호선,56.41666666666666,31975,20
240,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,인천광역시                                                                                          ,인천 계양구                                                                                         ,"인천 계양구 작전동 679-10, 679-11, 679-13 어반스카이 3동 2층 203호                                                                                                                                                                                                                                           ",오피스텔(주거용)                                                                                    ,64.88,"166,500,000",no=2023065902,인천 계양구 작전동 679-10,37.5261618907866,126.738750972444,http://www.khug.or.kr/updata/hug/cm/s05/007001742880425030000723.png,16650.0,64.88,256.62762022194823,1501,작전역 인천1호선,56.41666666666666,31975,9
239,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,인천광역시                                                                                          ,인천 계양구                                                                                         ,인천 계양구 작전동 856-129 하이클래스 2층 202호                                                                                                                                                                                                                                                              ,다세대주택                                                                                          ,33.6,"92,700,000",no=2023060624,인천 계양구 작전동 856-129 하이클래스 2층 202호,37.535881855342,126.725557012292,http://www.khug.or.kr/updata/hug/cm/s05/007001742880425030000711.png,9270.0,33.6,275.8928571428571,358,경인교대입구역 인천1호선,56.41666666666666,32977,16
238,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,인천광역시                                                                                          ,인천 계양구                                                                                         ,인천 계양구 장기동 150-9 스위트빌 3층 301호                                                                                                                                                                                                                                                                  ,다세대주택                                                                                          ,48.94,"85,500,000",no=2022322738,인천 계양구 장기동 150-9 스위트빌 3층 301호,37.5779401182731,126.736999425976,http://www.khug.or.kr/updata/hug/cm/s05/007001742880386291000813.PNG,8550.0,48.94,174.70371883939518,687,계양역 공항철도,54.93333333333333,33150,13
237,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,인천광역시                                                                                          ,인천 남동구                                                                                         ,인천 남동구 간석동 101-2 스파티움 3층 302호                                                                                                                                                                                                                                                                  ,오피스텔(주거용)                                                                                    ,77.6955,"149,400,000",no=2023106270,인천 남동구 간석동 101-2 스파티움 3층 302호,37.4670063141336,126.711275609512,http://www.khug.or.kr/updata/hug/cm/s05/007001742880435226000219.png,14940.0,77.6955,192.2891287140182,296,간석오거리역 인천1호선,67.23333333333333,42132,7
236,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,인천광역시                                                                                          ,인천 남동구                                                                                         ,인천 남동구 간석동 114-4 휴하임 1동 7층 701호                                                                                                                                                                                                                                                                ,오피스텔(주거용)                                                                                    ,70.515,"130,500,000",no=2022289167,인천 남동구 간석동 114-4 휴하임 1동 7층 701호,37.465828544206,126.711176483233,http://www.khug.or.kr/updata/hug/cm/s05/007001742880376192000120.png,13050.0,70.515,185.06700701978303,319,간석오거리역 인천1호선,66.8,42042,6
235,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,인천광역시                                                                                          ,인천 남동구                                                                                         ,인천 남동구 간석동 169-5 더레지던트 3층 303호                                                                                                                                                                                                                                                                ,오피스텔(주거용)                                                                                    ,53.601,"108,000,000",no=2023153672,인천 남동구 간석동 169-5 더레지던트 3층 303호,37.4644874029924,126.711438685636,http://www.khug.or.kr/updata/hug/cm/s05/007001742880446929000010.png,10800.0,53.601,201.48877819443663,424,간석오거리역 인천1호선,65.4,43607,4
234,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,인천광역시                                                                                          ,인천 남동구                                                                                         ,"인천 남동구 간석동 213-1, 213-2, 213-16 어반카운티 4층 401호                                                                                                                                                                                                                                                 ",오피스텔(주거용)                                                                                    ,64.083,"149,400,000",no=2023349559,인천 남동구 간석동 213-1,37.4652396508018,126.708646270783,http://www.khug.or.kr/updata/hug/cm/s05/007001742880476020000118.PNG,14940.0,64.083,233.13515284864943,214,간석오거리역 인천1호선,68.03333333333333,41854,7
233,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,인천광역시                                                                                          ,인천 남동구                                                                                         ,인천 남동구 간석동 235-1 미목연 5층 503호                                                                                                                                                                                                                                                                    ,오피스텔(주거용)                                                                                    ,67.295,"123,300,000",no=2022356140,인천 남동구 간석동 235-1 미목연 5층 503호,37.4681636439619,126.704418258236,http://www.khug.or.kr/updata/hug/cm/s05/00700174288039641400008.png,12330.0,67.295,183.2231220744484,312,동암역 1호선,65.2,41287,15
232,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,인천광역시                                                                                          ,인천 남동구                                                                                         ,"인천 남동구 간석동 285-3, 285-8 우리드란 13층 1301호                                                                                                                                                                                                                                                         ",오피스텔(주거용)                                                                                    ,75.8,"150,300,000",no=2022356170,인천 남동구 간석동 285-3,37.4607459516732,126.707985865524,http://www.khug.or.kr/updata/hug/cm/s05/007001742880396414000011.png,15030.0,75.8,198.2849604221636,489,석천사거리역 인천2호선,63.48333333333333,44690,14
231,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,인천광역시                                                                                          ,인천 남동구                                                                                         ,인천 남동구 간석동 315-2 에이스타워 9층 903호                                                                                                                                                                                                                                                                ,오피스텔(주거용)                                                                                    ,76.719,"140,400,000",no=2023128469,인천 남동구 간석동 315-2 에이스타워 9층 903호,37.4647003386395,126.706329429153,http://www.khug.or.kr/updata/hug/cm/s05/00700174288044692900001.png,14040.0,76.719,183.00551362765412,299,간석오거리역 인천1호선,68.03333333333333,42075,6
230,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,인천광역시                                                                                          ,인천 남동구                                                                                         ,인천 남동구 간석동 47-9 미소파크 3층 301호                                                                                                                                                                                                                                                                   ,오피스텔(주거용)                                                                                    ,57.57,"124,200,000",no=2023035457,인천 남동구 간석동 47-9 미소파크 3층 301호,37.4654045584936,126.715384564601,http://www.khug.or.kr/updata/hug/cm/s05/007001742880415006000413.png,12420.0,57.57,215.7373632100052,686,간석오거리역 인천1호선,68.73333333333333,36782,2
