번호,공고일자,청약 접수기간,시도,시군구,주소,주택유형,전용면적(m2),임대보증금액,href_id,address,x,y,img,deposit,m2,deposit_m2,distanceM_near_station,near_station,expected_time,distance_comp,신청자수
359,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,서울 금천구 가산동 140-23 몽삐에뜨6차 3층 302호                                                                                                                                                                                                                                                              ,오피스텔(주거용)                                                                                    ,28.67,"206,100,000",no=2023408103,서울 금천구 가산동 140-23 몽삐에뜨6차 3층 302호,37.4786487439725,126.889884334596,http://www.khug.or.kr/updata/hug/cm/s05/00700174288048656400024.PNG,20610.0,28.67,718.869898848971,667,가산디지털단지역 7호선,49.4,17251,10
358,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,서울 금천구 가산동 140-23 몽삐에뜨6차 5층 501호                                                                                                                                                                                                                                                              ,오피스텔(주거용)                                                                                    ,28.67,"203,400,000",no=2023380875,서울 금천구 가산동 140-23 몽삐에뜨6차 5층 501호,37.4786487439725,126.889884334596,http://www.khug.or.kr/updata/hug/cm/s05/007001742880476020000128.PNG,20340.0,28.67,709.4523892570631,667,가산디지털단지역 7호선,49.4,17251,11
357,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,서울 금천구 가산동 140-23 몽삐에뜨6차 6층 602호                                                                                                                                                                                                                                                              ,오피스텔(주거용)                                                                                    ,28.67,"206,100,000",no=2023347375,서울 금천구 가산동 140-23 몽삐에뜨6차 6층 602호,37.4786487439725,126.889884334596,http://www.khug.or.kr/updata/hug/cm/s05/007001742880476020000116.PNG,20610.0,28.67,718.869898848971,667,가산디지털단지역 7호선,49.4,17251,12
356,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,서울 금천구 가산동 140-23 몽삐에뜨6차 7층 702호                                                                                                                                                                                                                                                              ,오피스텔(주거용)                                                                                    ,28.67,"203,400,000",no=2023459119,서울 금천구 가산동 140-23 몽삐에뜨6차 7층 702호,37.4786487439725,126.889884334596,http://www.khug.or.kr/updata/hug/cm/s05/007001742880486564000216.PNG,20340.0,28.67,709.4523892570631,667,가산디지털단지역 7호선,49.4,17251,12
355,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,서울 금천구 가산동 140-23 몽삐에뜨6차 8층 803호                                                                                                                                                                                                                                                              ,오피스텔(주거용)                                                                                    ,29.48,"211,500,000",no=2023340482,서울 금천구 가산동 140-23 몽삐에뜨6차 8층 803호,37.4786487439725,126.889884334596,http://www.khug.or.kr/updata/hug/cm/s05/007001742880476020000111.PNG,21150.0,29.48,717.4355495251018,667,가산디지털단지역 7호선,49.4,17251,17
354,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,서울 금천구 가산동 140-23 몽삐에뜨6차 9층 904호                                                                                                                                                                                                                                                              ,오피스텔(주거용)                                                                                    ,25.82,"185,400,000",no=2023347372,서울 금천구 가산동 140-23 몽삐에뜨6차 9층 904호,37.4786487439725,126.889884334596,http://www.khug.or.kr/updata/hug/cm/s05/007001742880476020000115.PNG,18540.0,25.82,718.0480247869868,667,가산디지털단지역 7호선,49.4,17251,22
353,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,서울 금천구 가산동 142-17 스마트캐슬 2층 204호                                                                                                                                                                                                                                                               ,오피스텔(주거용)                                                                                    ,52.59,"208,800,000",no=2022281087,서울 금천구 가산동 142-17 스마트캐슬 2층 204호,37.4785618177573,126.891661609105,http://www.khug.or.kr/updata/hug/cm/s05/007001742880376192000113.png,20880.0,52.59,397.033656588705,821,가산디지털단지역 7호선,48.78333333333333,17055,106
352,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,서울 금천구 가산동 142-17 스마트캐슬 3층 301호                                                                                                                                                                                                                                                               ,오피스텔(주거용)                                                                                    ,53.71,"213,300,000",no=2022309273,서울 금천구 가산동 142-17 스마트캐슬 3층 301호,37.4785618177573,126.891661609105,http://www.khug.or.kr/updata/hug/cm/s05/00700174288038629100085.png,21330.0,53.71,397.13274995345375,821,가산디지털단지역 7호선,48.78333333333333,17055,116
351,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,"서울 금천구 가산동 143-3, 143-5 하이펠리스 2층 203호                                                                                                                                                                                                                                                         ",오피스텔(주거용)                                                                                    ,34.51,"259,200,000",no=2023340485,서울 금천구 가산동 143-3,37.4779019465997,126.890908476469,http://www.khug.or.kr/updata/hug/cm/s05/007001742880476020000112.PNG,25920.0,34.51,751.0866415531731,780,가산디지털단지역 7호선,49.6,17248,20
350,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,"서울 금천구 가산동 143-3, 143-5 하이펠리스 3층 306호                                                                                                                                                                                                                                                         ",오피스텔(주거용)                                                                                    ,24.42,"189,000,000",no=2023371767,서울 금천구 가산동 143-3,37.4779019465997,126.890908476469,http://www.khug.or.kr/updata/hug/cm/s05/007001742880476020000126.PNG,18900.0,24.42,773.9557739557739,780,가산디지털단지역 7호선,49.6,17248,35
349,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,"서울 금천구 가산동 143-3, 143-5 하이펠리스 7층 701호                                                                                                                                                                                                                                                         ",오피스텔(주거용)                                                                                    ,37.47,"284,400,000",no=2023459116,서울 금천구 가산동 143-3,37.4779019465997,126.890908476469,http://www.khug.or.kr/updata/hug/cm/s05/007001742880486564000215.PNG,28440.0,37.47,759.0072057646117,780,가산디지털단지역 7호선,49.6,17248,26
348,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,"서울 금천구 가산동 234-2, 234-3 금강노블레스 101동 5층 503호                                                                                                                                                                                                                                                 ",오피스텔(주거용)                                                                                    ,30.69,"225,900,000",no=2023060727,서울 금천구 가산동 234-2,37.4733380299369,126.893538760243,http://www.khug.or.kr/updata/hug/cm/s05/007001742880425030000716.png,22590.0,30.69,736.0703812316715,892,독산역 1호선,51.9,17641,29
347,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,서울 금천구 가산동 778 다온캐슬 101동 5층 504호                                                                                                                                                                                                                                                              ,다세대주택                                                                                          ,26.42,"178,200,000",no=2023070343,서울 금천구 가산동 778 다온캐슬 101동 5층 504호,37.4757058187952,126.895995660021,http://www.khug.or.kr/updata/hug/cm/s05/00700174288043522600021.png,17820.0,26.42,674.4890234670704,1165,구로디지털단지역 2호선,49.2,16981,20
346,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,서울 금천구 가산동 778 다온캐슬 102동 4층 401호                                                                                                                                                                                                                                                              ,다세대주택                                                                                          ,26.42,"182,700,000",no=2022204222,서울 금천구 가산동 778 다온캐슬 102동 4층 401호,37.4757058187952,126.895995660021,http://www.khug.or.kr/updata/hug/cm/s05/007001742880345807000825.png,18270.0,26.42,691.5215745647237,1165,구로디지털단지역 2호선,49.2,16981,14
345,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,서울 금천구 독산동 1006-3 미림에이클래스 2층 207호                                                                                                                                                                                                                                                           ,오피스텔(주거용)                                                                                    ,23.42,"144,000,000",no=2023035482,서울 금천구 독산동 1006-3 미림에이클래스 2층 207호,37.4661398092748,126.892291527422,http://www.khug.or.kr/updata/hug/cm/s05/007001742880415006000417.png,14400.0,23.42,614.859094790777,249,독산역 1호선,45.55,24508,73
344,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,"서울 금천구 독산동 1006-64, 1006-165 현대힐타운 3층 303호                                                                                                                                                                                                                                                    ",오피스텔(주거용)                                                                                    ,38.13,"171,000,000",no=2023247512,서울 금천구 독산동 1006-64,37.4655648140687,126.894219870847,http://www.khug.or.kr/updata/hug/cm/s05/00700174288046491700049.PNG,17100.0,38.13,448.4657749803304,421,독산역 1호선,45.7,24325,81
343,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,서울 금천구 독산동 1006-78 문정아트빌 A동 2층 202호                                                                                                                                                                                                                                                          ,다세대주택                                                                                          ,27.2,"144,000,000",no=2022141328,서울 금천구 독산동 1006-78 문정아트빌 A동 2층 202호,37.4652453504558,126.894864746022,http://www.khug.or.kr/updata/hug/cm/s05/007001742880333222000022.png,14400.0,27.2,529.4117647058823,483,독산역 1호선,44.21666666666667,23979,34
342,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,"서울 금천구 독산동 1009-8, 1009-9, 1009-56, 1009-57, 1009-58, 1009-59 후암타운 102동 10층 1001호                                                                                                                                                                                                             ",다세대주택                                                                                          ,26.16,"160,200,000",no=2024101259,서울 금천구 독산동 1009-8,37.464386419651,126.895783687302,http://www.khug.or.kr/updata/hug/cm/s05/00700174288049676400057.png,16020.0,26.16,612.3853211009174,585,독산역 1호선,43.18333333333333,23751,24
341,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,서울 금천구 독산동 1010-2 예향 6층 603호                                                                                                                                                                                                                                                                     ,다세대주택                                                                                          ,28.64,"156,600,000",no=2022371698,서울 금천구 독산동 1010-2 예향 6층 603호,37.4642048051699,126.895612803432,http://www.khug.or.kr/updata/hug/cm/s05/007001742880396414000027.png,15660.0,28.64,546.7877094972067,577,독산역 1호선,43.18333333333333,23749,26
340,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,서울 금천구 독산동 1115 한백아트6차 4층 401호                                                                                                                                                                                                                                                                ,다세대주택                                                                                          ,36.66,"185,400,000",no=2022250189,서울 금천구 독산동 1115 한백아트6차 4층 401호,37.4528714713921,126.890195526579,http://www.khug.or.kr/updata/hug/cm/s05/007001742880361504000027.png,18540.0,36.66,505.7283142389526,476,금천구청역 1호선,38.38333333333333,23897,65
339,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,서울 금천구 독산동 164-19 마인드빌 A동 2층 202호                                                                                                                                                                                                                                                             ,다세대주택                                                                                          ,28.73,"162,900,000",no=2023049258,서울 금천구 독산동 164-19 마인드빌 A동 2층 202호,37.4719059499309,126.901846823853,http://www.khug.or.kr/updata/hug/cm/s05/007001742880415006000424.png,16290.0,28.73,567.0031326139923,1276,독산역 1호선,51.31666666666667,17482,11
338,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,서울 금천구 독산동 164-19 마인드빌 A동 3층 303호                                                                                                                                                                                                                                                             ,다세대주택                                                                                          ,28.85,"162,900,000",no=2023059328,서울 금천구 독산동 164-19 마인드빌 A동 3층 303호,37.4719059499309,126.901846823853,http://www.khug.or.kr/updata/hug/cm/s05/00700174288042503000075.png,16290.0,28.85,564.6447140381282,1276,독산역 1호선,51.31666666666667,17482,10
337,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,서울 금천구 독산동 234-14 나산주택 2층 201호                                                                                                                                                                                                                                                                 ,다세대주택                                                                                          ,61.26,"204,300,000",no=2022385647,서울 금천구 독산동 234-14 나산주택 2층 201호,37.474660664368,126.905115380858,http://www.khug.or.kr/updata/hug/cm/s05/00700174288040540400056.png,20430.0,61.26,333.49657198824684,1219,구로디지털단지역 2호선,50.18333333333333,16587,122
336,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,서울 금천구 독산동 378-326 한백아트 3층 303호                                                                                                                                                                                                                                                                ,다세대주택                                                                                          ,39.78,"191,700,000",no=2023308976,서울 금천구 독산동 378-326 한백아트 3층 303호,37.4639292447408,126.906441056891,http://www.khug.or.kr/updata/hug/cm/s05/00700174288047602000012.PNG,19170.0,39.78,481.9004524886878,1423,금천구청역 1호선,46.28333333333333,24021,12
335,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,서울 금천구 독산동 378-335 희근하우징 3층 301호                                                                                                                                                                                                                                                              ,다세대주택                                                                                          ,29.02,"168,300,000",no=2023485488,서울 금천구 독산동 378-335 희근하우징 3층 301호,37.4640657929603,126.905366032785,http://www.khug.or.kr/updata/hug/cm/s05/007001742880486564000221.PNG,16830.0,29.02,579.9448656099242,1358,금천구청역 1호선,46.38333333333333,23943,8
334,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,서울 금천구 독산동 378-457 금산캐슬 5층 501호                                                                                                                                                                                                                                                                ,다세대주택                                                                                          ,29.97,"154,800,000",no=2022188528,서울 금천구 독산동 378-457 금산캐슬 5층 501호,37.4634749127646,126.9040291267,http://www.khug.or.kr/updata/hug/cm/s05/007001742880345807000815.png,15480.0,29.97,516.5165165165165,1226,금천구청역 1호선,45.48333333333333,23745,15
333,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,"서울 금천구 독산동 877-1, 960-3 골드마운틴 2층 204호                                                                                                                                                                                                                                                         ",다세대주택                                                                                          ,26.5,"183,600,000",no=2023277540,서울 금천구 독산동 877-1,37.4790834742234,126.904475872421,http://www.khug.or.kr/updata/hug/cm/s05/007001742880464917000427.PNG,18360.0,26.5,692.8301886792453,735,구로디지털단지역 2호선,47.083333333333336,16037,13
332,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,"서울 금천구 독산동 877-1, 960-3 골드마운틴 3층 301호                                                                                                                                                                                                                                                         ",다세대주택                                                                                          ,26.55,"186,300,000",no=2023112405,서울 금천구 독산동 877-1,37.4790834742234,126.904475872421,http://www.khug.or.kr/updata/hug/cm/s05/007001742880435226000222.png,18630.0,26.55,701.6949152542372,735,구로디지털단지역 2호선,47.083333333333336,16037,13
331,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,"서울 금천구 독산동 877-1, 960-3 골드마운틴 4층 403호                                                                                                                                                                                                                                                         ",다세대주택                                                                                          ,29.99,"209,700,000",no=2022359016,서울 금천구 독산동 877-1,37.4790834742234,126.904475872421,http://www.khug.or.kr/updata/hug/cm/s05/007001742880396414000020.png,20970.0,29.99,699.2330776925643,735,구로디지털단지역 2호선,47.083333333333336,16037,19
330,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,"서울 금천구 독산동 891-9, 891-10 호암빌 3층 301호                                                                                                                                                                                                                                                            ",다세대주택                                                                                          ,25.58,"156,600,000",no=2022204241,서울 금천구 독산동 891-9,37.4759807972741,126.90643824527,http://www.khug.or.kr/updata/hug/cm/s05/007001742880345807000826.png,15660.0,25.58,612.1970289288507,1119,구로디지털단지역 2호선,48.583333333333336,16292,11
329,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,"서울 금천구 독산동 894-11, 894-28 소원베스트빌1차 1동 3층 301호                                                                                                                                                                                                                                              ",다세대주택                                                                                          ,29.82,"185,400,000",no=2023067093,서울 금천구 독산동 894-11,37.4772237407848,126.908627141237,http://www.khug.or.kr/updata/hug/cm/s05/007001742880425030000727.png,18540.0,29.82,621.7303822937625,1093,구로디지털단지역 2호선,47.8,16000,11
328,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,서울 금천구 독산동 955-1 브라운캐슬 B동 4층 403호                                                                                                                                                                                                                                                            ,다세대주택                                                                                          ,29.45,"171,000,000",no=2022357683,서울 금천구 독산동 955-1 브라운캐슬 B동 4층 403호,37.4776478110032,126.900979298482,http://www.khug.or.kr/updata/hug/cm/s05/007001742880396414000015.png,17100.0,29.45,580.6451612903226,845,구로디지털단지역 2호선,48.06666666666667,16322,14
327,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,서울 금천구 독산동 957-1 메트로타운 C동 2층 204호                                                                                                                                                                                                                                                            ,다세대주택                                                                                          ,31.03,"189,000,000",no=2022142228,서울 금천구 독산동 957-1 메트로타운 C동 2층 204호,37.4776192419985,126.901293970587,http://www.khug.or.kr/updata/hug/cm/s05/007001742880333222000025.png,18900.0,31.03,609.0879793747986,848,구로디지털단지역 2호선,48.083333333333336,16324,21
326,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,"서울 금천구 독산동 973-1, 973-2, 973-49 어반팰리스 10층 1006호                                                                                                                                                                                                                                               ",연립주택                                                                                            ,25.48,"176,400,000",no=2023274143,서울 금천구 독산동 973-1,37.4763911242012,126.903313486562,http://www.khug.or.kr/updata/hug/cm/s05/007001742880464917000424.PNG,17640.0,25.48,692.3076923076923,997,구로디지털단지역 2호선,49.05,16477,15
325,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,"서울 금천구 독산동 973-1, 973-2, 973-49 어반팰리스 11층 1108호                                                                                                                                                                                                                                               ",연립주택                                                                                            ,20.78,"144,000,000",no=2023241770,서울 금천구 독산동 973-1,37.4763911242012,126.903313486562,http://www.khug.or.kr/updata/hug/cm/s05/00700174288046491700043.PNG,14400.0,20.78,692.9740134744947,997,구로디지털단지역 2호선,49.05,16477,39
324,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,"서울 금천구 독산동 973-1, 973-2, 973-49 어반팰리스 5층 505호                                                                                                                                                                                                                                                 ",오피스텔(주거용)                                                                                    ,29.29,"183,600,000",no=2023233788,서울 금천구 독산동 973-1,37.4763911242012,126.903313486562,http://www.khug.or.kr/updata/hug/cm/s05/007001742880455993000027.PNG,18360.0,29.29,626.8350973028338,997,구로디지털단지역 2호선,49.05,16477,13
323,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,"서울 금천구 독산동 973-1, 973-2, 973-49 어반팰리스 7층 703호                                                                                                                                                                                                                                                 ",오피스텔(주거용)                                                                                    ,28.67,"180,000,000",no=2023249820,서울 금천구 독산동 973-1,37.4763911242012,126.903313486562,http://www.khug.or.kr/updata/hug/cm/s05/007001742880464917000411.PNG,18000.0,28.67,627.8339727938611,997,구로디지털단지역 2호선,49.05,16477,17
322,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,"서울 금천구 독산동 973-1, 973-2, 973-49 어반팰리스 7층 706호                                                                                                                                                                                                                                                 ",오피스텔(주거용)                                                                                    ,29.42,"184,500,000",no=2023220994,서울 금천구 독산동 973-1,37.4763911242012,126.903313486562,http://www.khug.or.kr/updata/hug/cm/s05/007001742880455993000018.PNG,18450.0,29.42,627.1244051665533,997,구로디지털단지역 2호선,49.05,16477,14
321,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,"서울 금천구 독산동 973-1, 973-2, 973-49 어반팰리스 8층 808호                                                                                                                                                                                                                                                 ",오피스텔(주거용)                                                                                    ,28.67,"181,800,000",no=2023263637,서울 금천구 독산동 973-1,37.4763911242012,126.903313486562,http://www.khug.or.kr/updata/hug/cm/s05/007001742880464917000418.PNG,18180.0,28.67,634.1123125217997,997,구로디지털단지역 2호선,49.05,16477,17
320,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,"서울 금천구 독산동 993-55, 993-56 리치힐 2층 201호                                                                                                                                                                                                                                                           ",다세대주택                                                                                          ,39.88,"210,600,000",no=2023198145,서울 금천구 독산동 993-55,37.4727989734606,126.905309577754,http://www.khug.or.kr/updata/hug/cm/s05/00700174288045599300006.PNG,21060.0,39.88,528.0842527582748,1424,구로디지털단지역 2호선,49.86666666666667,16720,23
319,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,"서울 금천구 시흥동 1-10, 1-46 모던패밀리 4층 401호                                                                                                                                                                                                                                                           ",다세대주택                                                                                          ,28.29,"147,600,000",no=2023219159,서울 금천구 시흥동 1-10,37.4630592428781,126.910651411183,http://www.khug.or.kr/updata/hug/cm/s05/007001742880455993000017.PNG,14760.0,28.29,521.7391304347826,1689,금천구청역 1호선,47.03333333333333,24255,6
318,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,서울 금천구 시흥동 184-6 웰트리움 2동 4층 402호                                                                                                                                                                                                                                                              ,다세대주택                                                                                          ,35.7,"190,800,000",no=2023263636,서울 금천구 시흥동 184-6 웰트리움 2동 4층 402호,37.4538210592033,126.909682631016,http://www.khug.or.kr/updata/hug/cm/s05/007001742880464917000417.PNG,19080.0,35.7,534.453781512605,1446,금천구청역 1호선,42.63333333333333,22844,18
317,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,"서울 금천구 시흥동 3-53, 3-169 모던하우스 4층 402호                                                                                                                                                                                                                                                          ",다세대주택                                                                                          ,29.88,"148,500,000",no=2023043541,서울 금천구 시흥동 3-53,37.4601351629014,126.912057247713,http://www.khug.or.kr/updata/hug/cm/s05/007001742880415006000420.png,14850.0,29.88,496.9879518072289,1689,금천구청역 1호선,47.8,24504,6
316,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,"서울 금천구 시흥동 823-12, 823-13, 823-14, 823-15                                                                                                      첼시하우스2 B동 4층 401호                                                                                                                             ",다세대주택                                                                                          ,28.86,"147,600,000",no=2023078337,서울 금천구 시흥동 823-12,37.4539897166291,126.907224237287,http://www.khug.or.kr/updata/hug/cm/s05/00700174288043522600023.png,14760.0,28.86,511.4345114345114,1229,금천구청역 1호선,42.38333333333333,22689,18
315,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,서울 금천구 시흥동 827-3 신흥뜨란채 4층 404호                                                                                                                                                                                                                                                                ,다세대주택                                                                                          ,28.665,"148,500,000",no=2020281541,서울 금천구 시흥동 827-3 신흥뜨란채 4층 404호,37.4520248011213,126.909214186707,http://www.khug.or.kr/updata/hug/cm/s05/00700174288032019900036.png,14850.0,28.665,518.0533751962323,1456,금천구청역 1호선,43.0,22796,10
314,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 금천구                                                                                         ,"서울 금천구 시흥동 828-4, 828-5, 828-8 현부스카이2 3층 301호                                                                                                                                                                                                                                                 ",다세대주택                                                                                          ,29.867,"166,500,000",no=2023080610,서울 금천구 시흥동 828-4,37.4514410410088,126.908871209241,http://www.khug.or.kr/updata/hug/cm/s05/00700174288043522600025.png,16650.0,29.867,557.4714567917769,1449,금천구청역 1호선,44.016666666666666,23101,10
313,20250326,2025.03.26. 10:00 ~ 2025.04.07. 17:00,서울특별시                                                                                          ,서울 도봉구                                                                                         ,서울 도봉구 도봉동 583-6 미라이프 5층 502호                                                                                                                                                                                                                                                                  ,다세대주택                                                                                          ,31.6,"155,700,000",no=2022332521,서울 도봉구 도봉동 583-6 미라이프 5층 502호,37.6806965862899,127.043738418172,http://www.khug.or.kr/updata/hug/cm/s05/007001742880386291000824.png,15570.0,31.6,492.72151898734177,228,도봉역 1호선,39.75,24553,53
